Building_ID,Building_Type,Governorate,Neighborhood,Day_of_Week,Occupancy_Level,Appliances_Usage_Level,SquareFootage,Last_Maintenance_Date,Average_Temperature,Energy_Consumption
BLD-1451-SZ,Commercial,Cairo,New Cairo-6,wednesday,Medium,Low,22020m2,2023-01-23,35.66,3519.59 kWh
BLD-1452-BL,Residential,,#Mohandessin71,Tuesday,Medium,Medium,14237,2020-01-01,,3127.07 kWh
BLD-1453-RN,Commercial,Giza,Mohandessin,SaturDay,Low,Low,7583m2,2020-12-05,27.72,2564.94 kWh
BLD-1454-VL,Industrial,Cairo,New Cairo=84,saturDAY,Medium,Low,12503m2,2020-07-10,30.16,3710.69 kWh
BLD-1455-CQ,Residential,Giza,^Dokki68,SunDay,High,Low,27924m2,2024-06-15,29.53,3799.24 kWh
BLD-1456-UK,Commercial,Cairo,Maadi$75,MONDAY,Medium,Medium,13151m2,2021-11-03,30.97,3534.74 kWh
BLD-1457-AN,Commercial,Alexandria,(Smouha55,TUESDAY,Low,Low,2250,2021-03-30,20.0,2241.96 kWh
BLD-1458-PD,Industrial,,Mohandessin_48,Sunday,Low,Low,3217,2023-03-06,24.49,2811.68 kWh
BLD-1459-NL,Commercial,Alexandria,Gleem)74,thursDAY,High,Medium,27227,2024-12-31,33.19,4686.28 kWh
BLD-1460-UO,Residential,Alexandria,Gleem,SaTurday,Low,Medium,30356m2,2020-05-02,41.5,3728.69 kWh
BLD-1461-WE,,Cairo,*Maadi88,Wednesday,Medium,Medium,21695m2,2023-10-05,35.67,4189.13 kWh
BLD-1462-NF,Residential,,New Cairo,THURSDAY,Medium,Low,4256,2022-05-08,20.52,2276.7 kWh
BLD-1463-XQ,Residential,Alexandria,Gleem#88,SUNDAY,Low,Medium,25057m2,2022-04-18,31.7,3417.99 kWh
BLD-1464-UI,Commercial,Giza,Mohandessin_3,MoNday,Low,Low,625,2021-07-26,24.13,2433.47 kWh
BLD-1465-TZ,Residential,Cairo,Maadi,sunDAY,Medium,Low,28356m2,2022-02-06,28.4,3201.55 kWh
BLD-1466-RY,Residential,,Heliopolis,WednesDay,Medium,Low,14788m2,2021-01-17,29.27,2735.63 kWh
BLD-1467-PO,,Giza,&Mohandessin8,MoNday,Low,High,45686,2024-12-31,45.55,5260.26 kWh
BLD-1468-NX,Commercial,Cairo,New Cairo,Saturday,Low,Medium,42252m2,2023-12-18,,4905.91 kWh
BLD-1469-SI,Industrial,,Gleem@33,SaturDay,High,Medium,42824m2,2024-12-31,44.65,6084.9 kWh
BLD-1470-KH,Industrial,Giza,$98Dokki,sunday,Low,High,32075m2,2021-04-19,38.36,4849.54 kWh
BLD-1471-CI,Commercial,,)31Dokki,monday,High,Low,47819m2,2024-04-22,31.58,5228.59 kWh
BLD-1472-OH,Industrial,Giza,Mohandessin,FriDay,High,Low,14260m2,2020-07-26,,4026.33 kWh
BLD-1473-YO,Industrial,Cairo,(25Heliopolis,MonDay,Medium,Low,36944m2,2023-03-17,47.78,5178.97 kWh
BLD-1474-ST,Commercial,Cairo,-Maadi29,SunDay,Medium,Low,15729m2,2020-05-09,37.93,3384.58 kWh
BLD-1475-VM,Residential,Giza,Mohandessin,TUESDAY,High,High,12754m2,2024-06-04,32.5,3885.13 kWh
BLD-1476-KA,Residential,Giza,Mohandessin-67,WEDNESDAY,High,High,39610,2023-07-06,,5102.49 kWh
BLD-1477-PK,,Alexandria,=Smouha11,sunDAY,Medium,High,39059m2,2023-01-21,43.9,5319.27 kWh
BLD-1478-FP,Commercial,Giza,Dokki+1,Saturday,Low,High,21081m2,2024-08-18,47.99,3967.63 kWh
BLD-1479-GL,Commercial,Cairo,+96Heliopolis,tuesday,High,High,17274m2,2024-07-12,43.86,4724.76 kWh
BLD-1480-ZI,Commercial,Giza,%Dokki85,saturday,Low,Low,11289m2,2021-05-01,26.59,2841.31 kWh
BLD-1481-KI,Residential,Giza,Dokki,Saturday,High,Medium,35557,2024-10-31,,4650.7 kWh
BLD-1482-TW,Commercial,Giza,@Mohandessin30,SaturDay,Medium,Medium,35900m2,2022-05-10,30.25,4507.73 kWh
BLD-1483-IR,Industrial,Giza,)83Dokki,wednESDAY,Low,Medium,2856m2,2022-03-29,29.42,3057.53 kWh
BLD-1484-AQ,Residential,Giza,Mohandessin,SuNday,Medium,High,48023m2,2024-12-31,38.06,5152.04 kWh
BLD-1485-GC,Commercial,Cairo,&Heliopolis47,SuNday,Medium,High,4732m2,2021-01-03,24.19,3395.45 kWh
BLD-1486-HX,Residential,Alexandria,)21Gleem,SunDay,Low,Medium,34095,2023-09-24,29.97,3765.06 kWh
BLD-1487-NP,Residential,Alexandria,Gleem@28,Friday,Low,Medium,10725m2,2020-02-12,21.21,2665.72 kWh
BLD-1488-RY,Commercial,Giza,Mohandessin@53,friDAY,High,Medium,25057,2024-05-08,45.95,4649.81 kWh
BLD-1489-HW,Residential,Cairo,^41Heliopolis,wednesday,Medium,Low,5290m2,2023-02-25,,2475.76 kWh
BLD-1490-PU,Industrial,Cairo,New Cairo,tuesday,Low,Low,2480,2023-09-30,28.3,3030.38 kWh
BLD-1491-WP,Industrial,Giza,#Dokki60,SaturDay,Low,High,19596m2,2024-05-15,,4310.82 kWh
BLD-1492-OZ,,Alexandria,$3Smouha,THURSDAY,Medium,Low,2921,2020-01-01,26.91,2744.38 kWh
BLD-1493-AC,Residential,Giza,Mohandessin+62,Monday,Medium,Low,29125,2023-04-13,28.18,3631.54 kWh
BLD-1494-JH,Commercial,Giza,Dokki,SaTurday,Medium,High,20076m2,2020-08-16,41.21,4002.72 kWh
BLD-1495-MW,Industrial,Cairo,New Cairo,Sunday,Medium,High,2836m2,2020-12-27,-0.14,3953.1 kWh
BLD-1496-HJ,Residential,Alexandria,+26Smouha,MoNday,High,High,10484m2,2022-03-03,28.28,3776.21 kWh
BLD-1497-VS,Commercial,Alexandria,Smouha#92,Friday,Low,Low,24570,2020-12-23,31.06,3609.75 kWh
BLD-1498-LP,Residential,Alexandria,Gleem,thursday,High,Low,4633m2,2021-06-27,22.51,2726.13 kWh
BLD-1499-RQ,Industrial,Giza,(43Mohandessin,MoNday,High,Low,47304,2024-08-06,40.83,6053.68 kWh
BLD-1500-LN,Commercial,Alexandria,Gleem%33,saturday,High,Low,36562,2024-12-31,43.98,4884.18 kWh
BLD-1501-XR,Industrial,,=6Smouha,saturDAY,Medium,Low,19350m2,2023-07-11,42.72,3965.87 kWh
BLD-1502-KL,Residential,Giza,Mohandessin=5,wednESDAY,Medium,Medium,1739m2,2020-01-01,20.0,2614.4 kWh
BLD-1503-WO,,Giza,!91Dokki,TUESDAY,High,Low,32390m2,2020-10-28,37.94,4172.29 kWh
BLD-1504-IJ,Industrial,Cairo,$12Maadi,Monday,Low,Medium,45504,2023-08-31,41.19,5580.25 kWh
BLD-1505-IH,,Alexandria,!0Smouha,thursDAY,Medium,High,48790m2,2023-09-14,39.48,5185.54 kWh
BLD-1506-DX,,Giza,@Mohandessin65,Sunday,Low,Low,37834m2,2023-01-28,28.87,3547.29 kWh
BLD-1507-GK,Residential,Alexandria,Gleem,tuesday,High,Medium,23650,2022-11-16,30.64,4030.72 kWh
BLD-1508-DX,Residential,Cairo,Heliopolis@30,FriDay,High,Medium,46058m2,2021-04-30,42.82,5335.23 kWh
BLD-1509-RY,Commercial,Giza,_Mohandessin24,sunDAY,Medium,Medium,9211m2,2023-01-23,,3299.75 kWh
BLD-1510-WF,Industrial,,_33Maadi,MoNday,Low,Medium,21672,2021-12-24,37.06,4243.36 kWh
BLD-1511-GG,Industrial,Cairo,-New Cairo89,wednESDAY,High,Low,39943m2,2023-10-16,41.71,5228.01 kWh
BLD-1512-XP,Commercial,Giza,Mohandessin,Sunday,High,High,1456,2023-06-29,30.13,3494.52 kWh
BLD-1513-IX,Commercial,Cairo,New Cairo,friDAY,Low,Low,20559,2022-07-14,26.01,3314.12 kWh
BLD-1514-SY,Residential,Cairo,&New Cairo36,TuEsday,High,Medium,42960m2,2022-05-01,38.19,5041.34 kWh
BLD-1515-QT,Residential,,Gleem_95,saturDAY,High,Low,42063m2,2023-04-10,40.61,4464.55 kWh
BLD-1516-JD,Residential,Alexandria,Smouha,tuesday,High,High,49488,2024-03-04,47.4,5746.4 kWh
BLD-1517-GJ,Commercial,Giza,Dokki+66,MONDAY,High,High,41657,2022-05-29,39.18,5492.51 kWh
BLD-1518-HL,Residential,Alexandria,Gleem,saturday,Low,Low,2024m2,2020-11-14,,1787 kWh
BLD-1519-FJ,Industrial,Alexandria,Smouha)81,ThursDay,Medium,Medium,10268,2023-05-21,35.54,3647.48 kWh
BLD-1520-AW,Industrial,Cairo,@70Maadi,Saturday,Low,High,11224m2,2023-02-19,28.15,4214.3 kWh
BLD-1521-RE,,Giza,&1Dokki,Saturday,Low,Medium,40192m2,2022-05-20,40.18,4549.59 kWh
BLD-1522-IB,Industrial,Giza,$89Dokki,sunDAY,High,High,25791,2022-09-25,40.36,5454.74 kWh
BLD-1523-BR,Residential,Giza,Dokki,Sunday,Low,High,22292,2020-12-09,34.44,3601.83 kWh
BLD-1524-JW,Industrial,,#Gleem92,SATURDAY,Low,High,1114m2,2020-08-10,27.39,3432.74 kWh
BLD-1525-EU,Industrial,Alexandria,(45Smouha,SATURDAY,Low,High,42707,2024-12-31,35.32,5471.43 kWh
BLD-1526-YP,Commercial,Alexandria,+3Gleem,tuesDAY,High,Low,23540m2,2021-09-30,27.94,4149.49 kWh
BLD-1527-DA,Commercial,Alexandria,Smouha(32,tuesDAY,Medium,Low,16938,2020-05-30,31.08,3439.34 kWh
BLD-1528-SJ,Residential,,New Cairo,MoNday,High,High,17934m2,2020-01-23,34.82,3888.89 kWh
BLD-1529-PP,Industrial,Cairo,Maadi*28,thursDAY,Low,Medium,37719,2022-08-13,35.69,4876.08 kWh
BLD-1530-OK,Industrial,Giza,Mohandessin(32,wednesday,Low,High,4533m2,2021-10-24,36.19,3835 kWh
BLD-1531-FB,Commercial,Giza,Dokki,tuesday,Medium,Low,34061m2,2021-02-16,28.76,4306.74 kWh
BLD-1532-IP,,Alexandria,Gleem+58,friday,Medium,Medium,47555m2,2023-07-24,-0.61,4726.97 kWh
BLD-1533-DC,Residential,,$Maadi75,SUNDAY,Low,Low,34572,2021-11-12,24.71,3324.61 kWh
BLD-1534-MP,Residential,,Gleem,TuEsday,Medium,High,29552m2,2024-06-08,31.91,4082.39 kWh
BLD-1535-CS,Commercial,,+New Cairo77,Tuesday,Low,Medium,9874m2,2020-01-01,27.56,2870.44 kWh
BLD-1536-UV,Industrial,,Dokki%26,SaturDay,High,Low,19597m2,2023-09-16,,4371.38 kWh
BLD-1537-BE,Commercial,Alexandria,#Gleem12,saturDAY,Medium,Low,44665m2,2024-02-16,36.09,4563.58 kWh
BLD-1538-EZ,Residential,Alexandria,)Smouha30,MoNday,Low,Medium,18811m2,2023-06-05,33.35,3108.88 kWh
BLD-1539-SJ,Residential,Alexandria,Gleem,SUNDAY,Low,High,5795m2,2020-07-31,23.27,2631.16 kWh
BLD-1540-CH,Commercial,Alexandria,)Smouha79,MonDay,Low,Medium,29035m2,2020-08-05,38.92,4132.91 kWh
BLD-1541-DR,Commercial,Alexandria,Smouha&75,saturDAY,Low,Medium,29365m2,2024-11-23,29.65,4063.62 kWh
BLD-1542-YN,Commercial,,New Cairo$48,WEDNESDAY,Low,Low,2606m2,2020-01-01,26.64,2372.16 kWh
BLD-1543-TT,Commercial,Cairo,New Cairo)52,Sunday,High,Low,1322m2,2020-01-01,33.64,2839.18 kWh
BLD-1544-ZT,Residential,Alexandria,)37Gleem,tuesDAY,Low,Low,20644,2021-09-04,20.0,2904.51 kWh
BLD-1545-HY,Commercial,,New Cairo,Saturday,High,Medium,38506m2,2021-06-24,38.04,5177.22 kWh
BLD-1546-QM,Residential,Giza,_92Mohandessin,MONDAY,High,Low,18524,2022-01-16,31.79,3168.71 kWh
BLD-1547-OO,Industrial,Cairo,Maadi!87,ThursDay,Medium,High,35122m2,2024-09-20,42.79,5513.36 kWh
BLD-1548-JS,Industrial,Cairo,Maadi,sunDAY,High,Low,20549,2020-11-23,37.02,4164.5 kWh
BLD-1549-NJ,Commercial,Giza,Dokki*36,SuNday,Low,High,21439m2,2024-07-11,32.07,4073.01 kWh
BLD-1550-ST,Industrial,Giza,%Dokki89,Saturday,High,Medium,38073m2,2024-12-19,44.27,5542.74 kWh
BLD-1551-BT,Commercial,,Dokki,sunDAY,Medium,Low,27205,2023-04-24,33.78,4023.35 kWh
BLD-1552-XD,,,Heliopolis*6,Sunday,High,Low,33475m2,2024-10-27,40.15,4090.65 kWh
BLD-1553-YG,Residential,Giza,%Dokki53,sunDAY,High,Low,10347m2,2023-07-20,29.46,3027.78 kWh
BLD-1554-UG,Commercial,Alexandria,Smouha,sunDAY,High,Low,10896,2021-01-20,32.82,3509.87 kWh
BLD-1555-IV,Industrial,Giza,Dokki!95,sunDAY,Medium,Medium,32909,2024-12-31,38.85,5028.58 kWh
BLD-1556-CF,Residential,Giza,Mohandessin,SunDay,Medium,Low,36340m2,2021-10-01,31.4,3880.66 kWh
BLD-1557-HF,Residential,Cairo,(96Maadi,SaTurday,Low,Medium,30129,2023-08-18,31.39,3837.78 kWh
BLD-1558-RC,Industrial,,)5Maadi,sunDAY,Low,Low,16869,2022-12-07,33.63,3598.99 kWh
BLD-1559-FA,Residential,Giza,Mohandessin,Saturday,High,High,20603m2,2023-10-28,32.95,4082.56 kWh
BLD-1560-NO,Industrial,,-Maadi99,SunDay,Medium,Low,34580m2,2023-11-10,40.79,4831.96 kWh
BLD-1561-WT,Commercial,Alexandria,=Smouha17,monday,High,Medium,30527m2,2024-02-05,,4616.89 kWh
BLD-1562-PJ,,Alexandria,=32Smouha,Saturday,Medium,Low,22236m2,2020-07-13,36.33,3688.46 kWh
BLD-1563-BH,Industrial,Cairo,$Maadi0,Monday,Low,Low,9282m2,2020-01-01,27.65,3157.54 kWh
BLD-1564-JW,Industrial,Cairo,!16New Cairo,THursday,Low,Medium,4297m2,2022-11-02,36.01,3396.51 kWh
BLD-1565-JW,Residential,,=15New Cairo,monday,Low,Low,49345m2,2021-05-23,35.83,4537.9 kWh
BLD-1566-OC,Industrial,Giza,)Dokki61,WednesDay,Medium,High,28645,2021-08-01,-3.91,5097.96 kWh
BLD-1567-VH,Commercial,Giza,+Mohandessin6,tuesDAY,Low,Medium,46148m2,2020-09-08,-3.57,4659.4 kWh
BLD-1568-IZ,Commercial,,Heliopolis(21,Saturday,Low,Low,29757m2,2020-04-01,23.31,3578.29 kWh
BLD-1569-ZU,Commercial,,@Gleem40,FRIday,Low,Low,32765m2,2023-05-03,33.22,4075.67 kWh
BLD-1570-SV,Industrial,Cairo,Heliopolis,SaTurday,High,Low,24558m2,2021-11-25,37.92,4566.41 kWh
BLD-1571-ZG,Commercial,Giza,Mohandessin,SaTurday,Medium,High,12842m2,2022-03-17,41.22,3893.95 kWh
BLD-1572-ND,Industrial,,#84Smouha,wednesday,High,Low,40464m2,2024-04-27,45.92,5633.01 kWh
BLD-1573-RH,Residential,,Mohandessin+30,wednESDAY,Low,High,43820,2020-05-19,35.68,4376.22 kWh
BLD-1574-UE,Industrial,Cairo,Maadi$83,MoNday,Low,High,1025,2023-11-11,36.33,3719.19 kWh
BLD-1575-IE,Commercial,,(95Maadi,Sunday,High,High,33357,2024-12-31,32.62,5329.97 kWh
BLD-1576-CB,Commercial,Giza,$Dokki91,SuNday,Low,Medium,24357,2022-08-30,33.86,3751.05 kWh
BLD-1577-FZ,Industrial,,New Cairo,sunDAY,Low,Low,46460,2024-12-31,44.51,5083.26 kWh
BLD-1578-JT,Commercial,Cairo,Maadi-80,friDAY,High,High,39504m2,2024-12-31,38.48,5744.86 kWh
BLD-1579-XS,,Giza,)Dokki78,THURSDAY,High,High,24010,2022-05-30,40.98,4242.17 kWh
BLD-1580-JO,Commercial,Giza,)Mohandessin66,FRIday,Medium,High,49287m2,2024-12-31,47.39,5862.82 kWh
BLD-1581-DO,Residential,Giza,(Mohandessin19,saturday,Medium,High,41260,2021-03-29,35.72,4524.71 kWh
BLD-1582-WJ,Commercial,,New Cairo#90,wednESDAY,High,High,40983,2023-02-13,47.3,5634.35 kWh
BLD-1583-WM,Residential,Giza,Mohandessin,SunDay,Medium,High,32847m2,2023-10-03,45.09,4085.95 kWh
BLD-1584-IQ,Commercial,Alexandria,Gleem+48,SATURDAY,Medium,Low,28029,2024-05-31,35.08,3987.84 kWh
BLD-1585-RP,Residential,Cairo,Maadi,sunDAY,Low,Medium,46740m2,2020-12-15,38.4,4475.56 kWh
BLD-1586-OC,Industrial,Alexandria,!Gleem86,THursday,Medium,High,39724,2022-10-14,42.56,5662.27 kWh
BLD-1587-TB,Industrial,,Gleem,WeDnesday,High,Low,33797m2,2024-12-31,38.5,5290.06 kWh
BLD-1588-NX,,,New Cairo,thursDAY,High,High,45238,2024-12-31,49.63,5867.13 kWh
BLD-1589-KT,,Alexandria,&Smouha51,SunDay,Low,Low,5584,2020-01-01,21.33,2521.63 kWh
BLD-1590-IA,,Alexandria,+43Gleem,TUESDAY,High,Low,46697m2,2022-09-18,41.44,5096.3 kWh
BLD-1591-CH,Residential,Giza,)Mohandessin3,SuNday,High,High,47804m2,2024-12-31,41.36,5481.27 kWh
BLD-1592-VS,Residential,Alexandria,+79Smouha,SUNDAY,High,Medium,23696m2,2020-01-04,36.85,4058.25 kWh
BLD-1593-SA,Commercial,Cairo,+Maadi0,sunday,Medium,High,46219m2,2024-12-31,44.96,5473.33 kWh
BLD-1594-YV,Industrial,Cairo,Heliopolis,saturDAY,High,High,42273m2,2024-12-31,,6217.3 kWh
BLD-1595-IS,Industrial,Cairo,Heliopolis,WeDnesday,Low,Low,48017m2,2021-11-04,37.97,4958.57 kWh
BLD-1596-BY,Industrial,,_New Cairo46,saturday,High,High,16396m2,2024-04-08,39.55,5037.86 kWh
BLD-1597-YF,Industrial,Cairo,-New Cairo71,THURSDAY,Medium,Low,39841m2,2022-11-16,,5025.81 kWh
BLD-1598-PQ,Residential,Alexandria,&28Smouha,sunday,High,High,21109m2,2022-01-02,32.36,4003.79 kWh
BLD-1599-UO,Commercial,Alexandria,Gleem,SaturDay,High,Medium,4518,2020-12-02,33.19,3540.45 kWh
BLD-1600-IF,Residential,Alexandria,(31Gleem,Friday,High,Medium,25838,2024-10-28,37.81,4011.58 kWh
BLD-1601-SN,Residential,Cairo,Maadi=38,WednesDay,High,Medium,36423m2,2024-10-14,34.83,4749.64 kWh
BLD-1602-UP,Industrial,Giza,Mohandessin*19,SATURDAY,High,High,27223m2,2024-12-29,-2.85,5446.83 kWh
BLD-1603-CP,,Alexandria,Gleem,TuesDay,High,Low,31963m2,2023-02-08,45.93,4886.94 kWh
BLD-1604-LN,Commercial,Giza,_61Mohandessin,SaTurday,Low,Medium,41860m2,2022-04-06,41.98,4934.8 kWh
BLD-1605-KK,Commercial,Alexandria,Smouha-95,SATURDAY,Low,Low,47100,2022-05-08,45.1,4374.33 kWh
BLD-1606-VD,Commercial,Giza,^9Dokki,SaturDay,High,Low,5148m2,2020-02-15,25.92,3202.5 kWh
BLD-1607-FK,Industrial,,Gleem,tuesDAY,Medium,High,23519m2,2023-12-15,35.55,5101.01 kWh
BLD-1608-NW,Residential,Alexandria,Smouha@96,sunDAY,High,Medium,1620m2,2020-01-01,20.0,2660.28 kWh
BLD-1609-PJ,Residential,Cairo,Maadi,SaturDay,Medium,High,2579,2022-07-14,34.06,2867.44 kWh
BLD-1610-VM,Industrial,Cairo,+33Maadi,SuNday,Medium,Medium,42374,2024-11-11,45.89,5390.35 kWh
BLD-1611-YR,Residential,Cairo,%New Cairo45,FRIday,Medium,Medium,42740m2,2022-03-13,38.11,4649.88 kWh
BLD-1612-BO,Industrial,Cairo,Heliopolis)70,tuesday,Low,Medium,43908m2,2024-01-26,43.15,5219.66 kWh
BLD-1613-CK,Residential,,-52New Cairo,THursday,Medium,Low,40787m2,2020-01-23,28.96,3949.4 kWh
BLD-1614-IK,Residential,Giza,%0Mohandessin,FRIDAY,Medium,Medium,39530,2024-01-13,48.42,4498.07 kWh
BLD-1615-DY,Residential,Giza,^55Dokki,MonDay,Low,Medium,10895m2,2020-01-01,26.39,2622.38 kWh
BLD-1616-MQ,Commercial,Cairo,_15Maadi,SATURDAY,Medium,High,33562m2,2024-05-30,40.62,4934.94 kWh
BLD-1617-AV,Residential,Alexandria,)Gleem28,saturDAY,High,High,26321,2024-03-27,40.68,4496.55 kWh
BLD-1618-RO,Commercial,Giza,#Dokki50,Sunday,Low,Medium,41901,2021-04-14,40.69,4677.23 kWh
BLD-1619-NB,Commercial,Alexandria,+Smouha66,SaTurday,Medium,Medium,13213,2020-12-22,34.83,3916.99 kWh
BLD-1620-GQ,Residential,Giza,Mohandessin@81,SunDay,Low,Medium,22230m2,2020-09-14,25.37,3125.85 kWh
BLD-1621-LT,Residential,Cairo,^6Heliopolis,friDAY,Medium,High,29102,2024-07-08,36.29,3973.35 kWh
BLD-1622-YP,Residential,Cairo,New Cairo)45,SunDay,Low,High,29692,2020-01-01,-1.89,3884.07 kWh
BLD-1623-UO,,Giza,Dokki,Monday,Medium,Low,48979m2,2022-12-14,43.52,4506.27 kWh
BLD-1624-YB,Commercial,Alexandria,Gleem,SATURDAY,High,Medium,36955,2021-12-04,47.43,4957.36 kWh
BLD-1625-GI,Residential,Alexandria,^84Smouha,FriDay,Low,Low,13724m2,2021-03-06,21.78,2342.38 kWh
BLD-1626-RE,Commercial,Alexandria,Gleem=29,sunDAY,High,Medium,39209m2,2022-01-06,,5003.05 kWh
BLD-1627-JO,,Giza,Dokki+77,Sunday,Medium,Medium,34677m2,2023-04-11,41.64,5272.15 kWh
BLD-1628-WP,Residential,Alexandria,@44Gleem,saturDAY,Medium,High,29509m2,2021-02-12,37.57,4481.81 kWh
BLD-1629-DA,Residential,,-Maadi52,Wednesday,High,Low,47233m2,2022-08-25,43.47,4680.87 kWh
BLD-1630-UT,Residential,,^21Mohandessin,SaTurday,Medium,High,38500,2021-08-23,31.04,4698.47 kWh
BLD-1631-ZH,Commercial,Cairo,Maadi,SuNday,Medium,High,19756m2,2022-07-10,43.51,4370.89 kWh
BLD-1632-WF,Residential,Cairo,Maadi,TuEsday,Medium,High,31159,2020-09-06,34.92,4208.74 kWh
BLD-1633-JR,Commercial,,Heliopolis@4,THursday,Medium,High,17675,2022-04-16,32.64,4036.68 kWh
BLD-1634-AR,Commercial,,New Cairo+60,WeDnesday,Low,Medium,20123m2,2020-01-01,26.32,3441.55 kWh
BLD-1635-NC,Residential,Giza,#Mohandessin41,Sunday,High,Medium,25361m2,2020-01-28,26.5,3937.59 kWh
BLD-1636-HD,Residential,Alexandria,!0Gleem,saturDAY,High,High,49256m2,2023-03-13,46.27,5329.29 kWh
BLD-1637-OD,Residential,,$80Gleem,SaturDay,High,Medium,35339m2,2023-03-28,37.73,4494.99 kWh
BLD-1638-UE,Commercial,Alexandria,Smouha#12,SATURDAY,High,Medium,12153m2,2024-02-08,26.88,3733.52 kWh
BLD-1639-PW,Industrial,,New Cairo%2,TUESDAY,High,High,39698,2021-12-29,40.98,6014.94 kWh
BLD-1640-JQ,Industrial,,New Cairo-12,Monday,Low,Medium,18833m2,2021-12-14,,4178.36 kWh
BLD-1641-WI,Residential,Alexandria,Smouha_47,sunDAY,Low,Medium,21081,2021-12-27,35.49,2972.61 kWh
BLD-1642-NP,Industrial,Giza,%Mohandessin44,Tuesday,Medium,Medium,15061m2,2021-10-17,33.28,4018.77 kWh
BLD-1643-PH,Industrial,Alexandria,)Gleem48,SATURDAY,Low,Low,41631m2,2020-10-28,31.81,4684.93 kWh
BLD-1644-OR,Industrial,Giza,^2Dokki,Thursday,High,Medium,19529,2020-12-23,,4612.22 kWh
BLD-1645-EM,Residential,,Dokki*72,Monday,High,Low,33539,2023-05-26,30.59,3593.42 kWh
BLD-1646-GT,Residential,Giza,Dokki&51,SuNday,High,Medium,28196,2024-07-31,21.62,3907.03 kWh
BLD-1647-QX,Commercial,Cairo,Heliopolis%53,SATURDAY,Medium,High,3420,2020-12-21,32.22,3697.77 kWh
BLD-1648-EC,Commercial,Cairo,&Heliopolis60,SaTurday,Low,Low,2982m2,2021-01-30,,2500.56 kWh
BLD-1649-IY,Commercial,Cairo,Maadi,TuEsday,Medium,Low,18881,2023-06-07,34.74,3558.78 kWh
BLD-1650-ZN,Commercial,Giza,Mohandessin$79,WednesDay,Medium,Medium,32623m2,2022-05-04,47.44,4772.8 kWh
BLD-1651-KZ,Commercial,Giza,+70Dokki,Saturday,Medium,Medium,47214,2022-07-29,46.38,5126 kWh
BLD-1652-QI,Commercial,Alexandria,Gleem(52,SaturDay,Medium,High,27237m2,2023-12-29,36.19,4495.21 kWh
BLD-1653-AJ,Commercial,Giza,Mohandessin,Wednesday,Medium,High,27288,2022-07-13,32.56,4518.12 kWh
BLD-1654-XJ,Residential,Alexandria,Gleem_90,MonDay,High,Low,30257m2,2022-07-10,44.78,3816.15 kWh
BLD-1655-SS,Commercial,Giza,Mohandessin,SaTurday,High,High,49653m2,2024-12-31,,5980.98 kWh
BLD-1656-VP,Industrial,Cairo,Maadi,Sunday,High,High,26349m2,2022-10-10,44.08,5563.48 kWh
BLD-1657-EO,Residential,Alexandria,Smouha,Saturday,Low,Low,37629,2020-01-01,32.52,3723.56 kWh
BLD-1658-RP,Commercial,Cairo,Maadi,wednesday,High,High,41696,2023-03-08,46.43,5809.3 kWh
BLD-1659-LK,Industrial,Cairo,Heliopolis_73,saturDAY,Low,High,14098m2,2023-12-17,34.73,4169.39 kWh
BLD-1660-RY,,,Smouha,FRIday,Low,High,37435,2024-02-26,36.54,4773.54 kWh
BLD-1661-RM,Commercial,Giza,Dokki#66,MonDay,Medium,High,8470m2,2020-01-01,,3761.75 kWh
BLD-1662-OK,Residential,Cairo,New Cairo!41,WednesDay,Low,High,25019m2,2022-10-30,31.4,3549.48 kWh
BLD-1663-GW,Industrial,Giza,#Dokki55,FriDay,Medium,High,16501,2021-10-26,37.18,4854.04 kWh
BLD-1664-HS,Residential,,)12Mohandessin,Saturday,Medium,Medium,13909m2,2020-01-01,25.82,3141.67 kWh
BLD-1665-MH,Residential,Giza,&31Mohandessin,THURSDAY,Low,High,802m2,2020-01-01,25.27,2457.6 kWh
BLD-1666-YN,Industrial,Cairo,Maadi_46,Friday,High,High,18523,2021-08-01,39.71,5054.19 kWh
BLD-1667-BK,Industrial,Giza,Mohandessin,saturday,Low,High,10003m2,2020-07-16,40.59,3916.46 kWh
BLD-1668-XP,Industrial,Cairo,^2New Cairo,Sunday,High,High,32684m2,2024-12-31,32.99,5709.26 kWh
BLD-1669-WZ,Industrial,,&Dokki50,monDAY,Medium,High,46039m2,2024-12-31,50.0,5822.52 kWh
BLD-1670-MM,Commercial,Alexandria,$Smouha59,sunday,High,Low,22063,2020-07-07,40.04,4015.07 kWh
BLD-1671-VZ,Commercial,Alexandria,!43Gleem,Saturday,High,High,20008m2,2021-09-08,29.66,4752.66 kWh
BLD-1672-UE,Commercial,Giza,=97Dokki,SaturDay,High,Medium,20433,2021-01-12,34.37,4254.59 kWh
BLD-1673-PB,Industrial,Alexandria,%0Gleem,SaTurday,High,Low,40474,2024-09-05,41.07,5358.22 kWh
BLD-1674-EQ,Commercial,Giza,Dokki_57,Saturday,Medium,High,42787,2024-12-23,36.56,5382.43 kWh
BLD-1675-SK,Residential,Cairo,New Cairo,monDAY,High,High,35696m2,2024-08-18,36.55,4922.82 kWh
BLD-1676-DO,Industrial,,Maadi,ThursDay,Low,Low,20837,2023-04-05,27.66,3729.59 kWh
BLD-1677-DQ,Residential,Cairo,!98New Cairo,TUESDAY,Medium,High,43259,2023-06-24,46.63,4712.33 kWh
